video_id,title,channel_title,category,category_id,publish_date,publish_time,country,tags,views,likes,dislikes,comment_count,trending_date,publish_datetime,publish_year,publish_month,publish_day,publish_hour,publish_day_name,trending_year,trending_month,trending_day,trend_duration_days
vid_5980,New Song 2024,Goldmines,News,25,2024-10-03,02:08:07,AU,viral|live|video|funny|news|movie|sports|tech,404048966,31710141,3404250,3021061,2024-10-09,2024-10-03 02:08:07,2024,10,3,2,Thursday,2024,10,9,6
vid_5981,Shocking Vlog World,The Viral Fever,Comedy,23,2023-06-19,11:06:17,IN,trend|movie|india|sports|news,296803606,14108301,290595,5774469,2023-06-26,2023-06-19 11:06:17,2023,6,19,11,Monday,2023,6,26,7
vid_5982,Shocking Reaction 2023,Sony Music India,News,25,2024-01-04,08:18:38,AU,trend|viral|sports|india|song,100252541,5445753,645339,1344321,2024-01-07,2024-01-04 08:18:38,2024,1,4,8,Thursday,2024,1,7,3
vid_5983,Official Reaction 2024,T-Series,Sports,17,2024-05-09,23:21:35,IN,viral|movie|sports|video,181234498,6332411,329376,1480730,2024-05-11,2024-05-09 23:21:35,2024,5,9,23,Thursday,2024,5,11,2
vid_5984,Exclusive Vlog Telugu,Tech Burner,Comedy,23,2023-01-24,23:08:59,US,sports|funny|viral|live|india|video|trend|movie,393278282,17820062,690176,4884752,2023-01-29,2023-01-24 23:08:59,2023,1,24,23,Tuesday,2023,1,29,5
vid_5985,Best News Update 2024,Zee News,Music,10,2023-10-25,09:25:24,UK,live|funny|song|india|movie|video,450960987,32402796,1024304,7446523,2023-10-29,2023-10-25 09:25:24,2023,10,25,9,Wednesday,2023,10,29,4
vid_5986,Shocking Trailer Global,Netflix India,Gaming,20,2023-09-26,04:25:27,AU,trend|live|tech|india|news,226834968,4532291,328908,716831,2023-09-29,2023-09-26 04:25:27,2023,9,26,4,Tuesday,2023,9,29,3
vid_5987,Best Review Global,Mr Indian Hacker,News,25,2023-09-13,04:29:29,US,india|tech|news|viral|live|movie|video|song,130922289,10303074,1039599,2366498,2023-09-18,2023-09-13 04:29:29,2023,9,13,4,Wednesday,2023,9,18,5
vid_5988,Official Episode Global,Aditya Music,Lifestyle,26,2024-10-17,09:09:19,US,video|viral|live|song|news|tech|sports,280722547,15742008,1658016,667690,2024-10-24,2024-10-17 09:09:19,2024,10,17,9,Thursday,2024,10,24,7
vid_5989,Top Song World,Sun TV,Education,27,2023-05-29,17:08:24,AU,trend|movie|funny|sports|india,484222891,23203921,1804630,2944704,2023-06-03,2023-05-29 17:08:24,2023,5,29,17,Monday,2023,6,3,5
vid_5990,Official Trailer 2024,StarPlus,News,25,2023-10-03,16:19:29,IN,video|live|news|song|tech|movie,340421921,22963255,1586507,6331073,2023-10-10,2023-10-03 16:19:29,2023,10,3,16,Tuesday,2023,10,10,7
vid_5991,Exclusive Vlog 2024,NDTV,Music,10,2024-06-09,22:36:07,AU,india|movie|live|trend|tech|news,492654794,8580137,1004905,3984162,2024-06-13,2024-06-09 22:36:07,2024,6,9,22,Sunday,2024,6,13,4
vid_5992,Top Highlights World,Sony Music India,Comedy,23,2024-02-08,06:29:40,AU,news|video|movie|trend|funny|india|song,459768011,34841144,2695524,2933817,2024-02-14,2024-02-08 06:29:40,2024,2,8,6,Thursday,2024,2,14,6
vid_5993,Official Reaction Telugu,ABP News,Sports,17,2024-10-05,23:45:39,AU,india|funny|video|live,359321869,26305440,576474,4218966,2024-10-10,2024-10-05 23:45:39,2024,10,5,23,Saturday,2024,10,10,5
vid_5994,New Trailer Telugu,Netflix India,Sports,17,2024-03-21,21:42:18,AU,sports|tech|video|funny|live,153614088,11205423,641641,2455659,2024-03-27,2024-03-21 21:42:18,2024,3,21,21,Thursday,2024,3,27,6
vid_5995,Breaking News Update India,Zee News,News,25,2024-11-12,12:25:02,US,movie|tech|viral|india|video,325492855,8730585,427976,4445875,2024-11-14,2024-11-12 12:25:02,2024,11,12,12,Tuesday,2024,11,14,2
vid_5996,Breaking Song 2023,Mr Indian Hacker,Gaming,20,2024-06-10,21:40:36,US,sports|trend|video|viral|news,225404012,10648257,369529,700215,2024-06-16,2024-06-10 21:40:36,2024,6,10,21,Monday,2024,6,16,6
vid_5997,Shocking Reaction India,Sony Music India,Sports,17,2023-01-11,03:06:51,UK,trend|news|sports|india|viral|movie,345101169,23913932,2457915,698151,2023-01-17,2023-01-11 03:06:51,2023,1,11,3,Wednesday,2023,1,17,6
vid_5998,New Highlights Global,BB Ki Vines,Music,10,2023-02-28,11:41:26,CA,viral|funny|sports|video,125868982,5598773,344942,139247,2023-03-01,2023-02-28 11:41:26,2023,2,28,11,Tuesday,2023,3,1,1
vid_5999,Top Highlights USA,Aditya Music,Sports,17,2024-10-13,00:41:55,CA,song|trend|funny|movie|live|sports|tech,10201439,408213,14693,138381,2024-10-14,2024-10-13 00:41:55,2024,10,13,0,Sunday,2024,10,14,1
vid_6000,New News Update Global,Aditya Music,Entertainment,24,2023-10-06,01:03:31,US,funny|video|movie|news,2782238,181116,5704,22642,2023-10-11,2023-10-06 01:03:31,2023,10,6,1,Friday,2023,10,11,5
vid_6001,Breaking Review India,StarPlus,Sports,17,2023-06-03,08:23:28,AU,song|funny|viral|news|trend|movie,244407794,6350492,719406,3624601,2023-06-09,2023-06-03 08:23:28,2023,6,3,8,Saturday,2023,6,9,6
vid_6002,Best Review Global,Aaj Tak,Entertainment,24,2023-05-19,19:14:18,CA,sports|live|song|india|movie|trend|news,492140213,37865497,4360728,6088426,2023-05-21,2023-05-19 19:14:18,2023,5,19,19,Friday,2023,5,21,2
vid_6003,New News Update India,The Viral Fever,Entertainment,24,2024-10-24,15:13:21,IN,sports|trend|tech|funny|live|viral|india,105867308,7372581,632604,596882,2024-10-31,2024-10-24 15:13:21,2024,10,24,15,Thursday,2024,10,31,7
vid_6004,Breaking Trailer Tamil,CarryMinati,Sports,17,2024-08-15,10:07:21,UK,trend|video|sports|india|movie|funny|news,319783778,8348945,709203,4567156,2024-08-19,2024-08-15 10:07:21,2024,8,15,10,Thursday,2024,8,19,4
vid_6005,Shocking News Update Global,Sony Music India,Music,10,2024-02-07,06:54:45,CA,song|tech|sports|trend|viral|funny|india|video,111769027,2022617,109386,414279,2024-02-09,2024-02-07 06:54:45,2024,2,7,6,Wednesday,2024,2,9,2
vid_6006,New Review World,Aaj Tak,Gaming,20,2023-03-30,22:51:37,IN,india|tech|movie|video|trend,116777952,4198334,297608,1447593,2023-04-06,2023-03-30 22:51:37,2023,3,30,22,Thursday,2023,4,6,7
vid_6007,Top Vlog Tamil,Aaj Tak,Gaming,20,2024-04-15,04:37:27,US,tech|live|india|viral,494430962,6962868,525225,8204675,2024-04-17,2024-04-15 04:37:27,2024,4,15,4,Monday,2024,4,17,2
vid_6008,Official Episode World,NDTV,Sports,17,2024-04-02,00:35:05,AU,live|trend|tech|video,125652444,6985420,687774,333450,2024-04-09,2024-04-02 00:35:05,2024,4,2,0,Tuesday,2024,4,9,7
vid_6009,Shocking Review Tamil,Technical Guruji,News,25,2023-04-01,17:59:42,US,trend|tech|song|sports|movie,366596673,5283257,491249,5416696,2023-04-02,2023-04-01 17:59:42,2023,4,1,17,Saturday,2023,4,2,1
vid_6010,Shocking Reaction USA,The Viral Fever,Entertainment,24,2024-05-01,01:30:40,CA,funny|news|song|viral|trend|tech|sports|live,191018416,4638665,140296,892882,2024-05-02,2024-05-01 01:30:40,2024,5,1,1,Wednesday,2024,5,2,1
vid_6011,Official News Update 2023,Technical Guruji,Music,10,2023-09-11,16:45:31,CA,india|news|funny|tech|live|video|movie,196027819,7872160,325795,2183057,2023-09-12,2023-09-11 16:45:31,2023,9,11,16,Monday,2023,9,12,1
vid_6012,Breaking News Update Global,NDTV,Music,10,2023-11-10,07:41:15,US,tech|sports|funny|song|news|movie|video,183395666,3014028,120922,2095324,2023-11-11,2023-11-10 07:41:15,2023,11,10,7,Friday,2023,11,11,1
vid_6013,Emotional Highlights Telugu,BB Ki Vines,News,25,2024-06-20,19:24:12,CA,tech|india|video|live|song,60519141,4431724,108369,1158925,2024-06-23,2024-06-20 19:24:12,2024,6,20,19,Thursday,2024,6,23,3
vid_6014,Exclusive Reaction 2023,Sony Music India,Education,27,2023-03-19,11:13:04,UK,video|sports|india|tech,462290700,11900558,1058240,6375349,2023-03-23,2023-03-19 11:13:04,2023,3,19,11,Sunday,2023,3,23,4
vid_6015,Best Trailer World,Tech Burner,Sports,17,2023-05-08,03:53:20,IN,video|trend|viral|movie|tech,11800946,705627,38331,202837,2023-05-14,2023-05-08 03:53:20,2023,5,8,3,Monday,2023,5,14,6
vid_6016,Best News Update Hindi,Technical Guruji,Lifestyle,26,2023-04-16,07:18:55,CA,viral|sports|trend|movie|song|live|video,319693524,24398250,1486234,5810724,2023-04-20,2023-04-16 07:18:55,2023,4,16,7,Sunday,2023,4,20,4
vid_6017,Exclusive Reaction USA,Sony SAB,Entertainment,24,2024-01-09,09:15:03,CA,viral|tech|funny|trend|song,22946747,1486280,80994,235577,2024-01-16,2024-01-09 09:15:03,2024,1,9,9,Tuesday,2024,1,16,7
vid_6018,Best Trailer 2024,Goldmines,Gaming,20,2024-05-13,23:05:24,AU,video|trend|tech|movie|viral,426961829,6102134,167897,3605419,2024-05-19,2024-05-13 23:05:24,2024,5,13,23,Monday,2024,5,19,6
vid_6019,Shocking Song Hindi,Sun TV,News,25,2023-10-03,01:49:13,US,sports|video|song|live|tech|movie|news,398090854,4886053,503671,4310961,2023-10-06,2023-10-03 01:49:13,2023,10,3,1,Tuesday,2023,10,6,3
vid_6020,Shocking Highlights Tamil,Sony SAB,Lifestyle,26,2024-10-03,02:54:45,UK,funny|movie|trend|tech|song|sports,134485550,4196824,369461,1460765,2024-10-07,2024-10-03 02:54:45,2024,10,3,2,Thursday,2024,10,7,4
vid_6021,Emotional Song Telugu,News18 India,Lifestyle,26,2023-08-13,22:13:25,US,trend|tech|movie|india,250505956,14810420,1255460,301307,2023-08-14,2023-08-13 22:13:25,2023,8,13,22,Sunday,2023,8,14,1
vid_6022,Emotional News Update 2024,Aaj Tak,Lifestyle,26,2023-08-13,06:03:08,IN,news|video|song|viral|funny|india|movie|sports,495377731,6727678,440931,9632717,2023-08-15,2023-08-13 06:03:08,2023,8,13,6,Sunday,2023,8,15,2
vid_6023,Emotional Reaction World,Aaj Tak,Education,27,2024-08-26,02:25:52,IN,trend|india|live|viral,405083977,15231916,1713844,7316909,2024-08-29,2024-08-26 02:25:52,2024,8,26,2,Monday,2024,8,29,3
vid_6024,Breaking Highlights World,Sun TV,Entertainment,24,2023-08-26,18:23:41,IN,india|trend|movie|funny,42070349,2471207,161889,510256,2023-08-28,2023-08-26 18:23:41,2023,8,26,18,Saturday,2023,8,28,2
vid_6025,New Vlog Tamil,Aditya Music,Sports,17,2024-04-23,23:16:31,US,funny|live|viral|trend,547069,25481,1063,4180,2024-04-30,2024-04-23 23:16:31,2024,4,23,23,Tuesday,2024,4,30,7
vid_6026,Top Reaction World,CarryMinati,News,25,2024-10-20,07:18:37,IN,live|india|movie|sports,83289297,5205637,420488,673279,2024-10-25,2024-10-20 07:18:37,2024,10,20,7,Sunday,2024,10,25,5
vid_6027,Emotional Reaction Telugu,The Viral Fever,Music,10,2024-02-28,08:11:27,IN,video|movie|song|sports,351439614,24645945,899325,6483886,2024-03-03,2024-02-28 08:11:27,2024,2,28,8,Wednesday,2024,3,3,4
vid_6028,Breaking Review World,StarPlus,Sports,17,2023-03-01,23:54:10,UK,live|video|india|sports|tech,184391164,9262889,440465,362206,2023-03-04,2023-03-01 23:54:10,2023,3,1,23,Wednesday,2023,3,4,3
vid_6029,Top Song Tamil,News18 India,Music,10,2023-02-26,23:10:38,CA,india|movie|song|live|funny|news|viral|trend,240557878,9874641,479416,1462175,2023-03-04,2023-02-26 23:10:38,2023,2,26,23,Sunday,2023,3,4,6
vid_6030,Emotional Vlog Global,Aaj Tak,Entertainment,24,2023-01-21,23:05:01,IN,funny|video|news|viral|live|movie|india,317438828,13521369,647719,5925341,2023-01-22,2023-01-21 23:05:01,2023,1,21,23,Saturday,2023,1,22,1
vid_6031,Exclusive Reaction Hindi,Mr Indian Hacker,Gaming,20,2024-06-07,09:34:04,AU,song|viral|news|funny|india|movie|tech|live,365435787,6991920,497429,6553859,2024-06-12,2024-06-07 09:34:04,2024,6,7,9,Friday,2024,6,12,5
vid_6032,Official Reaction Tamil,News18 India,Lifestyle,26,2023-08-09,15:53:35,AU,song|viral|live|funny|sports|movie,138791818,7449087,551498,2741428,2023-08-14,2023-08-09 15:53:35,2023,8,9,15,Wednesday,2023,8,14,5
vid_6033,Breaking Trailer Telugu,Technical Guruji,News,25,2024-03-27,07:27:14,UK,sports|viral|live|trend|song,894190,15087,1132,2260,2024-03-28,2024-03-27 07:27:14,2024,3,27,7,Wednesday,2024,3,28,1
vid_6034,Breaking Reaction India,NDTV,Sports,17,2023-12-06,11:18:31,UK,trend|viral|live|tech|song,361671445,18040976,371920,3151664,2023-12-12,2023-12-06 11:18:31,2023,12,6,11,Wednesday,2023,12,12,6
vid_6035,Shocking Highlights Hindi,Tech Burner,Lifestyle,26,2024-03-14,12:01:14,AU,news|viral|video|india|tech|live|movie,420437058,26826489,1208999,3217702,2024-03-20,2024-03-14 12:01:14,2024,3,14,12,Thursday,2024,3,20,6
vid_6036,Best Review Telugu,NDTV,Comedy,23,2023-06-07,12:38:05,US,viral|funny|trend|song|video|news,249737739,17576265,863106,4929581,2023-06-08,2023-06-07 12:38:05,2023,6,7,12,Wednesday,2023,6,8,1
vid_6037,Shocking Song Global,Aaj Tak,Sports,17,2023-03-13,14:14:23,US,movie|india|news|live|sports,181410498,11946255,425957,3498240,2023-03-14,2023-03-13 14:14:23,2023,3,13,14,Monday,2023,3,14,1
vid_6038,Official Highlights India,ABP News,Entertainment,24,2023-06-15,08:59:36,IN,india|trend|sports|song|video|live,302660132,22875195,1068934,3435475,2023-06-19,2023-06-15 08:59:36,2023,6,15,8,Thursday,2023,6,19,4
vid_6039,Emotional Highlights India,BB Ki Vines,Gaming,20,2024-11-16,22:41:21,CA,video|viral|india|movie|tech|funny|news|trend,174271514,9534221,690438,2074207,2024-11-20,2024-11-16 22:41:21,2024,11,16,22,Saturday,2024,11,20,4
vid_6040,New Episode Tamil,News18 India,Education,27,2024-09-10,00:18:01,AU,india|news|viral|funny,302265022,6070780,685886,3103428,2024-09-16,2024-09-10 00:18:01,2024,9,10,0,Tuesday,2024,9,16,6
vid_6041,New Review Global,Sun TV,Gaming,20,2023-06-06,22:45:24,CA,news|india|trend|viral|sports|live|song|movie,234578216,4505510,459934,4336068,2023-06-13,2023-06-06 22:45:24,2023,6,6,22,Tuesday,2023,6,13,7
vid_6042,Emotional Trailer USA,Goldmines,Entertainment,24,2023-11-24,06:01:57,AU,news|india|viral|song|live|trend|movie,144206115,3104009,154202,1264533,2023-11-27,2023-11-24 06:01:57,2023,11,24,6,Friday,2023,11,27,3
vid_6043,Shocking Episode Telugu,NDTV,Comedy,23,2023-07-16,04:23:34,US,news|video|funny|viral|song|trend|sports|movie,85550411,4165139,330621,800422,2023-07-21,2023-07-16 04:23:34,2023,7,16,4,Sunday,2023,7,21,5
vid_6044,Shocking Vlog 2024,ABP News,Entertainment,24,2023-05-23,05:37:42,UK,viral|live|funny|movie|trend|news|song,213051247,13167458,469506,2330113,2023-05-25,2023-05-23 05:37:42,2023,5,23,5,Tuesday,2023,5,25,2
vid_6045,Official Episode World,StarPlus,Comedy,23,2023-05-09,04:20:39,IN,song|trend|live|funny|sports|news,239534199,17678675,1001250,2475393,2023-05-15,2023-05-09 04:20:39,2023,5,9,4,Tuesday,2023,5,15,6
vid_6046,Emotional Song World,Goldmines,Education,27,2023-01-02,22:39:47,IN,live|song|tech|news|sports|video,490284956,20296871,472166,3646197,2023-01-04,2023-01-02 22:39:47,2023,1,2,22,Monday,2023,1,4,2
vid_6047,Shocking News Update 2024,ABP News,Entertainment,24,2023-01-07,00:32:07,UK,sports|movie|song|funny|news|viral,350448345,15565591,1777745,2489025,2023-01-14,2023-01-07 00:32:07,2023,1,7,0,Saturday,2023,1,14,7
vid_6048,Best Trailer 2024,News18 India,Entertainment,24,2023-01-26,05:26:37,AU,funny|trend|news|tech|india|video|viral,151978471,9057737,557002,1552540,2023-01-28,2023-01-26 05:26:37,2023,1,26,5,Thursday,2023,1,28,2
vid_6049,Shocking Song Tamil,Sun TV,Education,27,2023-06-24,12:16:39,US,viral|sports|news|tech|movie|trend|india|video,191330079,9240710,925217,2707793,2023-06-25,2023-06-24 12:16:39,2023,6,24,12,Saturday,2023,6,25,1
vid_6050,Emotional Highlights India,Zee News,Gaming,20,2023-11-15,22:37:14,CA,sports|news|viral|tech|trend|video|song|india,88909582,3137286,341053,276087,2023-11-16,2023-11-15 22:37:14,2023,11,15,22,Wednesday,2023,11,16,1
vid_6051,Exclusive News Update Global,Tech Burner,Education,27,2023-08-12,20:59:57,UK,news|tech|viral|live|funny|trend,71451607,919824,25695,920684,2023-08-17,2023-08-12 20:59:57,2023,8,12,20,Saturday,2023,8,17,5
vid_6052,Top News Update 2023,Zee News,Sports,17,2024-01-28,16:03:02,CA,news|live|video|viral|movie|india|funny,219994153,14285238,1563106,1908404,2024-02-04,2024-01-28 16:03:02,2024,1,28,16,Sunday,2024,2,4,7
vid_6053,Top Episode Telugu,Sony SAB,Entertainment,24,2024-02-04,12:29:51,AU,trend|movie|video|news|funny,38220107,763880,62466,464142,2024-02-10,2024-02-04 12:29:51,2024,2,4,12,Sunday,2024,2,10,6
vid_6054,Best Review Global,Goldmines,Entertainment,24,2023-10-04,20:08:44,CA,viral|live|video|movie,436638883,18878134,937258,5239986,2023-10-11,2023-10-04 20:08:44,2023,10,4,20,Wednesday,2023,10,11,7
vid_6055,New Review Telugu,Mr Indian Hacker,Sports,17,2024-02-02,00:50:03,CA,india|news|song|trend,63826400,4395769,114956,1081314,2024-02-04,2024-02-02 00:50:03,2024,2,2,0,Friday,2024,2,4,2
vid_6056,Exclusive Episode Global,ABP News,Education,27,2024-10-12,13:58:38,US,live|tech|movie|sports|video|funny|viral,423926967,28571681,2616918,5199807,2024-10-18,2024-10-12 13:58:38,2024,10,12,13,Saturday,2024,10,18,6
vid_6057,Exclusive Vlog USA,BB Ki Vines,Lifestyle,26,2024-08-13,17:41:15,IN,news|live|tech|viral|india|trend|song,108465541,4433800,470694,1040324,2024-08-19,2024-08-13 17:41:15,2024,8,13,17,Tuesday,2024,8,19,6
vid_6058,Top Trailer Global,Technical Guruji,Education,27,2023-03-18,19:59:46,IN,viral|movie|video|tech,460062801,35929279,2040697,3582668,2023-03-25,2023-03-18 19:59:46,2023,3,18,19,Saturday,2023,3,25,7
vid_6059,New Highlights Hindi,Sony Music India,Lifestyle,26,2024-03-05,10:25:04,IN,song|video|live|funny|trend|tech|india|sports,114871588,5856438,483243,1013917,2024-03-09,2024-03-05 10:25:04,2024,3,5,10,Tuesday,2024,3,9,4
vid_6060,Best Song Hindi,Mr Indian Hacker,Music,10,2023-07-09,21:49:37,UK,viral|news|tech|song|funny|trend|india,491921162,5837495,315880,7363531,2023-07-11,2023-07-09 21:49:37,2023,7,9,21,Sunday,2023,7,11,2
vid_6061,New Song Telugu,Prime Video India,Education,27,2024-03-08,12:20:38,US,movie|live|trend|sports|funny|song|news|india,85835881,4989315,422092,1457288,2024-03-15,2024-03-08 12:20:38,2024,3,8,12,Friday,2024,3,15,7
vid_6062,Breaking Review World,StarPlus,Lifestyle,26,2024-11-12,02:09:38,IN,india|video|funny|live|trend|sports|song|viral,250771210,11867251,1124353,4363037,2024-11-17,2024-11-12 02:09:38,2024,11,12,2,Tuesday,2024,11,17,5
vid_6063,Exclusive Review 2024,Prime Video India,Gaming,20,2023-05-08,12:19:42,UK,viral|live|funny|tech|song,454720904,30888780,812365,5143731,2023-05-11,2023-05-08 12:19:42,2023,5,8,12,Monday,2023,5,11,3
vid_6064,Top Review Global,T-Series,Education,27,2024-04-05,09:46:01,AU,live|funny|video|tech|song|trend|movie,242524770,13457211,464125,2926694,2024-04-06,2024-04-05 09:46:01,2024,4,5,9,Friday,2024,4,6,1
vid_6065,Shocking Reaction India,Goldmines,Entertainment,24,2024-03-24,23:29:50,UK,viral|tech|movie|funny,259754548,15950874,1670780,1081032,2024-03-31,2024-03-24 23:29:50,2024,3,24,23,Sunday,2024,3,31,7
vid_6066,Breaking News Update 2023,Sony SAB,Comedy,23,2023-04-13,20:03:45,AU,live|sports|song|video|movie|trend|tech|india,377080103,25466555,683102,6497558,2023-04-19,2023-04-13 20:03:45,2023,4,13,20,Thursday,2023,4,19,6
vid_6067,Official Trailer USA,News18 India,Comedy,23,2023-02-19,10:46:36,UK,trend|india|news|movie|video|sports|live,154226886,11158220,1290527,2077091,2023-02-20,2023-02-19 10:46:36,2023,2,19,10,Sunday,2023,2,20,1
vid_6068,Top Highlights Telugu,Sony SAB,Education,27,2024-08-03,19:59:12,CA,news|tech|movie|funny|video,406928168,27530041,2583492,4220010,2024-08-10,2024-08-03 19:59:12,2024,8,3,19,Saturday,2024,8,10,7
vid_6069,New Episode World,Sony SAB,News,25,2023-06-12,12:20:29,IN,india|sports|trend|funny,140568620,6822087,367208,2103123,2023-06-18,2023-06-12 12:20:29,2023,6,12,12,Monday,2023,6,18,6
vid_6070,Best News Update Global,Mr Indian Hacker,Gaming,20,2024-10-02,17:46:36,UK,song|news|india|trend,431736777,22000613,1451985,1718834,2024-10-07,2024-10-02 17:46:36,2024,10,2,17,Wednesday,2024,10,7,5
vid_6071,Best Song India,SET India,News,25,2024-09-16,21:20:43,US,video|tech|funny|viral|trend,145528971,5611103,511472,1088531,2024-09-17,2024-09-16 21:20:43,2024,9,16,21,Monday,2024,9,17,1
vid_6072,Best Vlog Tamil,Sony Music India,Education,27,2024-05-31,15:08:34,US,trend|song|funny|live|tech|video|viral|sports,434317894,29190192,2978594,498289,2024-06-03,2024-05-31 15:08:34,2024,5,31,15,Friday,2024,6,3,3
vid_6073,New Episode Global,Aaj Tak,Music,10,2024-07-14,03:02:17,IN,india|tech|viral|funny,460128408,35651958,755956,5391700,2024-07-20,2024-07-14 03:02:17,2024,7,14,3,Sunday,2024,7,20,6
vid_6074,Emotional Episode USA,Mr Indian Hacker,Comedy,23,2023-06-21,23:57:52,IN,viral|live|song|funny|trend|video|news,304818877,5431420,595504,1097352,2023-06-23,2023-06-21 23:57:52,2023,6,21,23,Wednesday,2023,6,23,2
vid_6075,Breaking Vlog USA,Technical Guruji,Education,27,2024-09-05,19:51:05,US,movie|india|funny|trend|news|song|live,377828572,26577831,3005420,5507962,2024-09-06,2024-09-05 19:51:05,2024,9,5,19,Thursday,2024,9,6,1
vid_6076,Shocking Episode 2023,BB Ki Vines,Entertainment,24,2023-01-26,12:17:43,IN,sports|tech|song|movie,308996326,18297679,1420325,2382228,2023-01-28,2023-01-26 12:17:43,2023,1,26,12,Thursday,2023,1,28,2
vid_6077,Top Song India,Tech Burner,Education,27,2024-07-13,21:11:57,AU,funny|tech|song|viral|news|video,462111870,17165239,1310161,8569697,2024-07-19,2024-07-13 21:11:57,2024,7,13,21,Saturday,2024,7,19,6
vid_6078,Top Vlog USA,Netflix India,Gaming,20,2023-11-27,16:15:52,US,tech|funny|trend|video,462832062,30918219,3634023,5986978,2023-11-30,2023-11-27 16:15:52,2023,11,27,16,Monday,2023,11,30,3
vid_6079,Top Highlights USA,NDTV,Gaming,20,2024-07-11,15:06:11,AU,trend|tech|video|song|viral|live,467466000,36207352,1426162,3336652,2024-07-16,2024-07-11 15:06:11,2024,7,11,15,Thursday,2024,7,16,5
vid_6080,New Song 2024,BB Ki Vines,Entertainment,24,2023-04-06,03:19:52,US,viral|movie|sports|trend|news|song|india,65990829,3791366,151711,1071343,2023-04-12,2023-04-06 03:19:52,2023,4,6,3,Thursday,2023,4,12,6
vid_6081,Shocking Episode Telugu,Technical Guruji,Gaming,20,2024-04-01,16:05:09,CA,trend|india|video|news|song|funny|sports,19639962,1513719,156750,131134,2024-04-08,2024-04-01 16:05:09,2024,4,1,16,Monday,2024,4,8,7
vid_6082,Best Vlog Hindi,SET India,Education,27,2024-03-28,00:12:00,CA,song|video|tech|news|viral|funny|movie,294967885,16396697,1070934,3474875,2024-04-03,2024-03-28 00:12:00,2024,3,28,0,Thursday,2024,4,3,6
vid_6083,Exclusive Song World,Sun TV,Entertainment,24,2023-12-21,18:33:57,IN,song|news|india|viral|video|movie,172855313,9635014,405739,351793,2023-12-28,2023-12-21 18:33:57,2023,12,21,18,Thursday,2023,12,28,7
vid_6084,New Review Tamil,Mr Indian Hacker,Gaming,20,2023-10-26,19:43:40,US,funny|live|song|india|tech,374211636,4713394,108160,5966665,2023-10-28,2023-10-26 19:43:40,2023,10,26,19,Thursday,2023,10,28,2
vid_6085,Breaking Song World,NDTV,Lifestyle,26,2023-05-22,18:55:40,CA,song|trend|live|viral|video|news|movie,42631770,1932534,48364,497346,2023-05-26,2023-05-22 18:55:40,2023,5,22,18,Monday,2023,5,26,4
vid_6086,Top Review Hindi,Aditya Music,Comedy,23,2024-04-05,18:23:56,CA,sports|song|tech|news,62192597,1405267,101074,1242641,2024-04-06,2024-04-05 18:23:56,2024,4,5,18,Friday,2024,4,6,1
vid_6087,Exclusive Review Global,News18 India,Music,10,2024-05-30,06:26:00,CA,funny|sports|tech|live|song|viral|video,186943929,10593668,721850,2710526,2024-06-06,2024-05-30 06:26:00,2024,5,30,6,Thursday,2024,6,6,7
vid_6088,Official Episode India,ABP News,Lifestyle,26,2023-01-14,18:33:42,UK,video|sports|trend|viral,336374803,9210203,231218,1353380,2023-01-19,2023-01-14 18:33:42,2023,1,14,18,Saturday,2023,1,19,5
vid_6089,Official Review USA,Sony Music India,Education,27,2024-11-15,22:38:47,US,movie|live|sports|song,337868366,21867100,756998,5751106,2024-11-19,2024-11-15 22:38:47,2024,11,15,22,Friday,2024,11,19,4
vid_6090,Shocking News Update Global,T-Series,Entertainment,24,2024-08-30,16:47:30,US,movie|live|viral|trend,25790479,455133,41541,109615,2024-09-01,2024-08-30 16:47:30,2024,8,30,16,Friday,2024,9,1,2
vid_6091,Exclusive Episode 2023,ABP News,Education,27,2023-03-07,17:25:16,UK,song|live|tech|trend|sports|viral,4922058,105118,10466,22766,2023-03-13,2023-03-07 17:25:16,2023,3,7,17,Tuesday,2023,3,13,6
vid_6092,Exclusive Review India,Zee News,Sports,17,2023-04-25,12:37:53,UK,video|sports|song|trend|funny|viral|news,106937852,3131956,155227,163580,2023-05-01,2023-04-25 12:37:53,2023,4,25,12,Tuesday,2023,5,1,6
vid_6093,Official Trailer Hindi,Sony SAB,Education,27,2024-03-14,14:51:01,IN,movie|india|tech|song|live|trend|news,118089181,9322901,726989,361235,2024-03-17,2024-03-14 14:51:01,2024,3,14,14,Thursday,2024,3,17,3
vid_6094,Top Episode Hindi,Netflix India,Lifestyle,26,2024-09-29,11:42:05,UK,tech|sports|funny|viral|song|trend|live|movie,363563028,18646481,845313,3473344,2024-10-04,2024-09-29 11:42:05,2024,9,29,11,Sunday,2024,10,4,5
vid_6095,Best Reaction India,Tech Burner,Sports,17,2023-06-12,05:59:21,CA,video|sports|viral|movie,56247909,3295273,155816,1063047,2023-06-15,2023-06-12 05:59:21,2023,6,12,5,Monday,2023,6,15,3
vid_6096,Official Highlights India,Sony SAB,Education,27,2023-10-29,19:43:15,UK,india|viral|tech|live|news|movie,374268851,6910312,449253,675200,2023-10-30,2023-10-29 19:43:15,2023,10,29,19,Sunday,2023,10,30,1
vid_6097,Exclusive Highlights 2023,Zee News,Gaming,20,2023-03-24,14:05:01,AU,video|sports|india|song|news|viral,178624331,9907222,349776,3553474,2023-03-29,2023-03-24 14:05:01,2023,3,24,14,Friday,2023,3,29,5
