OrderID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Region
81854,2023-09-02,1236,1,2041.3,0.15,East
81855,2023-10-13,1311,5,3661.86,0.2,North
81856,2023-08-06,1101,1,5862.36,0.0,West
81857,2023-12-21,1300,2,3283.53,0.05,South
81858,2023-09-03,1239,2,324.8,0.1,North
81859,2023-09-23,1181,1,3450.77,0.2,South
81860,2023-04-02,1325,1,4924.08,0.05,East
81861,2023-11-13,1401,2,6790.13,0.1,North
81862,2023-04-20,1096,3,2058.73,0.1,South
81863,2023-05-02,1241,1,704.34,0.0,East
81864,2023-01-06,1487,4,1420.76,0.05,South
81865,2023-01-01,1400,2,4250.73,0.05,East
81866,2023-04-07,1354,5,287.94,0.1,South
81867,2023-03-15,1223,5,1274.74,0.2,North
81868,2023-11-17,1030,5,5525.45,0.05,North
81869,2023-09-12,1133,1,1530.79,0.0,West
81870,2023-06-09,1223,4,3601.91,0.15,North
81871,2023-04-06,1349,2,302.72,0.2,South
81872,2023-02-05,1035,3,11785.6,0.15,South
81873,2023-07-29,1371,5,4190.98,0.2,North
81874,2023-10-02,1251,1,1356.98,0.0,East
81875,2023-02-20,1207,1,2339.09,0.05,East
81876,2023-09-17,1119,5,3129.35,0.0,West
81877,2023-01-16,1448,1,5070.6,0.2,South
81878,2023-07-19,1387,4,1299.69,0.15,East
81879,2023-07-30,1184,1,799.31,0.0,North
81880,2023-09-03,1304,5,251.81,0.1,North
81881,2023-09-24,1281,2,742.83,0.05,East
81882,2023-05-06,1035,5,7934.39,0.2,South
81883,2023-10-22,1125,2,8085.64,0.2,West
81884,2023-09-20,1412,5,879.09,0.1,East
81885,2023-04-14,1390,1,3033.51,0.2,East
81886,2023-06-24,1141,1,1316.53,0.1,South
81887,2023-04-01,1287,5,2055.69,0.15,North
81888,2023-04-19,1256,5,7099.06,0.1,East
81889,2023-06-20,1198,5,3935.61,0.1,West
81890,2023-10-17,1295,1,2177.43,0.2,East
81891,2023-07-31,1063,1,5881.65,0.1,West
81892,2023-01-17,1159,3,6404.67,0.05,West
81893,2023-10-07,1400,1,4267.36,0.15,West
81894,2023-02-09,1075,5,124.49,0.0,West
81895,2023-08-15,1233,3,700.2,0.05,East
81896,2023-03-30,1354,4,425.08,0.0,East
81897,2023-08-24,1490,3,4486.7,0.15,East
81898,2023-11-16,1033,5,8609.91,0.05,East
81899,2023-07-08,1116,5,4751.07,0.05,East
81900,2023-01-06,1408,1,2745.11,0.15,North
81901,2023-05-20,1200,2,5440.22,0.0,North
81902,2023-08-05,1064,4,7904.96,0.15,South
81903,2023-06-29,1097,4,10508.65,0.2,North
81904,2023-06-15,1250,3,9688.76,0.05,East
81905,2023-10-10,1046,2,735.66,0.05,North
81906,2023-06-13,1038,2,13627.71,0.2,East
81907,2023-09-25,1356,1,3721.39,0.05,South
81908,2023-01-16,1449,3,696.98,0.1,North
81909,2023-02-23,1358,2,5106.98,0.15,West
81910,2023-05-20,1473,3,2900.37,0.1,West
81911,2023-06-13,1031,2,10128.36,0.0,West
81912,2023-10-09,1105,2,8255.36,0.05,East
81913,2023-08-28,1125,2,7458.56,0.0,South
81914,2023-02-04,1366,1,3126.14,0.15,West
81915,2023-11-06,1130,2,7161.4,0.0,South
81916,2023-07-25,1212,1,6968.62,0.0,East
81917,2023-01-23,1063,3,9000.63,0.0,East
81918,2023-03-23,1266,1,9321.15,0.0,South
81919,2023-12-20,1075,5,147.9,0.2,East
81920,2023-08-20,1176,3,6227.03,0.2,North
81921,2023-08-13,1488,3,8130.29,0.2,West
81922,2023-10-29,1043,4,5783.68,0.05,East
81923,2023-05-12,1459,1,7330.29,0.05,West
81924,2023-12-30,1416,5,10270.41,0.0,North
81925,2023-05-14,1345,1,4944.77,0.2,East
81926,2023-01-18,1201,5,2776.35,0.2,West
81927,2023-12-02,1076,2,7713.1,0.2,East
81928,2023-11-27,1198,1,3351.08,0.0,South
81929,2023-09-24,1061,2,4386.26,0.2,South
81930,2023-08-01,1499,4,1439.52,0.15,North
81931,2023-11-07,1307,1,2885.22,0.0,West
81932,2023-06-17,1020,1,8721.69,0.2,West
81933,2023-10-01,1034,4,2922.58,0.1,South
81934,2023-12-01,1366,1,3428.43,0.2,East
81935,2023-07-05,1141,2,1219.91,0.1,North
81936,2023-10-17,1026,2,1372.05,0.1,North
81937,2023-01-08,1220,1,4433.1,0.0,South
81938,2023-09-15,1018,4,695.69,0.0,West
81939,2023-04-26,1285,3,7941.39,0.15,South
81940,2023-04-01,1258,4,193.44,0.05,West
81941,2023-09-01,1457,2,7043.88,0.2,North
81942,2023-08-23,1076,2,6545.28,0.0,North
81943,2023-02-01,1279,1,6037.24,0.0,West
81944,2023-12-30,1372,3,1343.75,0.2,West
81945,2023-11-10,1138,1,1258.33,0.2,East
81946,2023-02-25,1484,5,4605.01,0.1,South
81947,2023-05-23,1305,4,6647.55,0.0,North
81948,2023-07-31,1268,4,3576.63,0.1,North
81949,2023-03-12,1329,2,298.26,0.2,North
81950,2023-06-16,1442,3,1183.05,0.15,North
81951,2023-07-30,1154,4,1620.49,0.2,East
81952,2023-08-27,1296,2,960.67,0.0,East
81953,2023-01-13,1066,3,668.77,0.0,West
81954,2023-09-25,1083,2,1899.41,0.2,East
81955,2023-02-08,1189,2,2223.14,0.15,North
81956,2023-07-14,1324,2,2126.59,0.1,East
81957,2023-08-18,1312,1,5114.14,0.1,East
81958,2023-01-02,1204,4,3231.78,0.2,East
81959,2023-05-10,1304,5,298.6,0.15,East
81960,2023-11-22,1442,1,1500.44,0.15,West
81961,2023-12-11,1318,5,4139.66,0.2,West
81962,2023-09-07,1231,5,2087.09,0.05,East
81963,2023-03-03,1036,1,3085.92,0.15,South
81964,2023-09-28,1317,2,5732.49,0.05,East
81965,2023-10-04,1374,1,5014.44,0.05,West
81966,2023-10-29,1478,4,2625.16,0.05,West
81967,2023-01-13,1310,1,789.55,0.2,North
81968,2023-05-17,1071,2,7894.24,0.0,North
81969,2023-06-28,1482,1,5803.31,0.0,North
81970,2023-10-03,1110,3,4756.21,0.2,North
81971,2023-06-07,1260,5,3164.05,0.2,North
81972,2023-07-13,1074,5,8682.72,0.2,South
81973,2023-08-18,1269,5,5453.48,0.0,East
81974,2023-11-24,1165,1,6887.25,0.05,West
81975,2023-08-02,1109,3,1265.46,0.15,North
81976,2023-12-06,1438,2,10540.77,0.1,East
81977,2023-07-31,1222,2,143.71,0.2,North
81978,2023-09-28,1070,1,3069.04,0.1,North
81979,2023-11-24,1330,4,5254.46,0.0,South
81980,2023-05-20,1476,2,4286.29,0.05,North
81981,2023-11-30,1084,2,553.64,0.2,North
81982,2023-08-01,1455,1,2822.25,0.05,East
81983,2023-05-23,1432,1,9408.38,0.05,North
81984,2023-01-28,1398,1,4260.65,0.15,West
81985,2023-02-07,1229,4,977.44,0.1,North
81986,2023-01-23,1145,2,8384.48,0.15,West
81987,2023-09-19,1344,2,2268.53,0.1,South
81988,2023-04-24,1246,2,7400.26,0.0,West
81989,2023-06-26,1017,3,2805.89,0.0,South
81990,2023-07-27,1118,1,3602.83,0.1,West
81991,2023-07-07,1440,1,2251.1,0.2,West
81992,2023-07-29,1305,3,7024.53,0.15,South
81993,2023-04-04,1228,4,9723.28,0.05,North
81994,2023-02-02,1237,3,1486.15,0.1,North
81995,2023-10-29,1015,2,6527.53,0.05,West
81996,2023-09-27,1443,1,8583.65,0.0,South
81997,2023-12-25,1089,3,3083.1,0.0,East
81998,2023-09-06,1472,4,281.82,0.2,South
81999,2023-07-20,1265,1,2468.13,0.15,West
82000,2023-09-10,1387,2,836.03,0.0,East
82001,2023-04-11,1067,1,2750.93,0.2,North
82002,2023-06-18,1347,1,6196.31,0.15,West
82003,2023-05-04,1336,1,5496.19,0.05,South
82004,2023-12-29,1325,4,6898.91,0.2,South
82005,2023-08-06,1143,3,7718.97,0.15,South
82006,2023-12-02,1453,2,5708.3,0.0,South
82007,2023-01-22,1381,1,1144.96,0.1,West
82008,2023-06-08,1382,4,2267.86,0.15,South
82009,2023-11-03,1496,5,11457.53,0.0,North
82010,2023-02-21,1478,2,3436.57,0.2,South
82011,2023-02-08,1215,2,3538.16,0.15,South
82012,2023-04-06,1330,1,7686.46,0.2,West
82013,2023-12-13,1202,1,1669.62,0.0,East
82014,2023-03-28,1455,2,3491.97,0.15,West
82015,2023-03-14,1008,2,7101.01,0.1,North
82016,2023-04-15,1277,1,7551.27,0.2,East
82017,2023-12-10,1122,1,4888.69,0.15,West
82018,2023-05-11,1323,1,1604.25,0.05,North
82019,2023-04-22,1471,4,7813.33,0.0,South
82020,2023-07-18,1161,1,2321.97,0.2,South
82021,2023-02-11,1207,1,2442.18,0.2,East
82022,2023-10-01,1121,5,7839.61,0.2,East
82023,2023-01-22,1350,3,4977.56,0.1,East
82024,2023-09-29,1098,1,3177.15,0.1,West
82025,2023-01-07,1487,5,1876.5,0.15,West
82026,2023-05-21,1428,3,1912.75,0.0,South
82027,2023-04-11,1286,4,10418.51,0.15,South
82028,2023-12-21,1121,1,5991.8,0.0,South
82029,2023-05-13,1315,3,5668.63,0.2,North
82030,2023-10-06,1108,3,3832.64,0.15,East
82031,2023-12-26,1026,1,1459.86,0.2,North
82032,2023-05-06,1250,4,4361.98,0.05,South
82033,2023-11-28,1030,3,9147.69,0.2,East
82034,2023-11-13,1039,3,4002.8,0.15,West
82035,2023-04-12,1125,2,9891.59,0.2,West
82036,2023-08-23,1376,1,3979.73,0.1,South
82037,2023-11-10,1015,3,8146.61,0.0,North
82038,2023-06-19,1342,1,3275.59,0.1,East
82039,2023-12-17,1156,1,302.72,0.2,West
82040,2023-07-24,1354,5,514.35,0.15,North
82041,2023-01-12,1404,5,5168.52,0.2,South
82042,2023-12-17,1315,3,6049.62,0.05,West
82043,2023-07-14,1167,3,2535.51,0.05,North
82044,2023-04-23,1232,1,5284.62,0.0,North
82045,2023-07-23,1276,2,10353.82,0.2,South
82046,2023-04-14,1001,1,6313.37,0.1,South
82047,2023-07-04,1252,3,170.79,0.1,East
82048,2023-03-20,1384,1,6621.07,0.0,East
82049,2023-11-25,1100,4,4191.57,0.0,East
82050,2023-12-01,1134,1,5431.52,0.1,South
82051,2023-12-01,1210,1,11069.59,0.15,West
82052,2023-09-21,1467,2,3632.86,0.05,South
82053,2023-01-16,1414,1,8831.88,0.1,North
82054,2023-06-03,1444,2,4738.67,0.2,West
82055,2023-07-03,1493,4,8319.09,0.0,North
82056,2023-06-11,1190,2,3138.31,0.05,South
82057,2023-08-21,1211,1,10639.4,0.0,West
82058,2023-01-15,1350,2,5989.25,0.0,South
82059,2023-12-04,1374,2,3887.6,0.2,West
82060,2023-07-09,1296,1,974.46,0.1,West
82061,2023-07-28,1188,3,4673.19,0.1,South
82062,2023-12-06,1375,2,7721.9,0.1,West
82063,2023-08-01,1050,5,4481.59,0.15,South
82064,2023-09-20,1397,2,507.91,0.1,North
82065,2023-09-29,1107,2,9232.64,0.2,West
82066,2023-06-10,1039,1,5037.19,0.0,West
82067,2023-06-06,1029,4,5393.23,0.0,South
82068,2023-09-14,1317,5,5874.54,0.2,South
82069,2023-02-08,1481,3,737.12,0.05,East
82070,2023-05-19,1299,5,5585.44,0.05,West
82071,2023-12-07,1033,5,6744.82,0.05,South
82072,2023-10-29,1437,2,3329.75,0.2,East
82073,2023-04-19,1157,3,9060.86,0.0,South
82074,2023-05-21,1349,3,200.16,0.1,West
82075,2023-04-18,1072,1,1895.6,0.05,North
82076,2023-02-11,1161,5,4063.7,0.1,East
82077,2023-09-11,1464,1,2892.52,0.05,North
82078,2023-04-22,1496,3,9463.92,0.2,West
82079,2023-06-29,1100,1,3372.5,0.1,East
82080,2023-04-04,1045,1,4104.86,0.2,West
82081,2023-08-19,1334,1,5589.48,0.1,East
82082,2023-02-14,1249,1,1345.21,0.2,East
82083,2023-04-18,1063,1,6792.83,0.1,South
82084,2023-07-02,1447,4,3892.04,0.0,West
82085,2023-11-22,1232,2,7015.79,0.2,East
82086,2023-09-15,1151,1,1939.04,0.1,East
82087,2023-06-14,1006,3,1678.0,0.0,East
82088,2023-03-19,1050,1,6453.63,0.1,South
82089,2023-11-08,1262,1,1022.57,0.15,East
82090,2023-05-15,1483,2,3011.64,0.2,North
82091,2023-08-18,1095,1,9813.93,0.2,South
82092,2023-11-01,1093,2,335.25,0.15,East
82093,2023-06-16,1416,2,7367.18,0.15,East
82094,2023-09-13,1421,1,3031.59,0.15,South
82095,2023-02-28,1400,1,3605.64,0.2,West
82096,2023-09-29,1334,1,3193.68,0.15,West
82097,2023-06-29,1484,2,6019.14,0.2,North
82098,2023-04-11,1231,2,1592.91,0.2,North
82099,2023-07-23,1368,1,6450.58,0.1,North
82100,2023-03-01,1401,4,8314.03,0.2,South
82101,2023-08-12,1251,3,1417.43,0.1,East
82102,2023-02-02,1420,2,3309.84,0.1,North
82103,2023-08-22,1258,1,120.92,0.2,West
82104,2023-04-24,1467,2,4226.0,0.05,West
82105,2023-02-25,1168,1,840.17,0.1,East
82106,2023-12-11,1471,5,10515.04,0.2,North
82107,2023-09-22,1459,4,5702.99,0.2,North
82108,2023-07-22,1395,1,5719.02,0.0,North
82109,2023-09-10,1144,4,9788.58,0.05,North
82110,2023-06-15,1054,3,925.1,0.2,East
82111,2023-03-30,1154,5,710.06,0.15,East
82112,2023-11-08,1063,3,6853.19,0.05,North
82113,2023-08-22,1334,4,6118.99,0.0,North
82114,2023-03-12,1084,2,960.05,0.05,West
82115,2023-08-28,1033,1,8100.31,0.0,South
82116,2023-01-23,1002,4,200.68,0.1,North
82117,2023-01-08,1499,4,785.58,0.15,North
82118,2023-11-13,1153,5,4973.01,0.05,South
82119,2023-06-19,1388,3,6864.89,0.15,East
82120,2023-03-22,1391,4,6736.71,0.05,North
82121,2023-01-02,1391,2,5489.37,0.2,South
82122,2023-09-16,1051,2,5898.06,0.1,North
82123,2023-10-12,1070,1,2145.47,0.2,West
82124,2023-09-09,1118,1,3696.54,0.1,South
82125,2023-06-23,1199,2,1423.58,0.15,South
82126,2023-11-11,1083,4,2900.3,0.05,East
82127,2023-05-11,1434,2,518.2,0.1,South
82128,2023-05-16,1021,1,6661.8,0.15,East
82129,2023-06-23,1116,2,5623.98,0.05,South
82130,2023-03-01,1078,3,4388.96,0.15,South
82131,2023-05-16,1266,3,10571.82,0.2,North
82132,2023-08-24,1007,2,5603.37,0.15,North
82133,2023-03-21,1182,1,2252.7,0.15,West
82134,2023-06-29,1015,5,5175.02,0.15,East
82135,2023-11-11,1333,4,5515.0,0.2,North
82136,2023-10-24,1143,4,6443.41,0.05,North
82137,2023-03-18,1071,3,6726.42,0.0,North
82138,2023-09-17,1101,3,5162.09,0.1,East
82139,2023-09-06,1383,2,8597.05,0.05,South
82140,2023-07-10,1228,4,5629.79,0.1,West
82141,2023-01-29,1491,1,11871.76,0.15,West
82142,2023-09-25,1056,4,2338.91,0.1,East
82143,2023-03-12,1066,5,320.94,0.1,East
82144,2023-11-17,1066,1,622.09,0.0,West
82145,2023-03-24,1403,5,5794.56,0.2,East
82146,2023-07-22,1374,4,4521.76,0.1,West
82147,2023-06-25,1164,2,2651.36,0.0,North
82148,2023-12-06,1306,2,721.12,0.2,East
82149,2023-11-12,1262,1,985.31,0.15,West
82150,2023-08-19,1020,1,4764.18,0.2,South
82151,2023-06-24,1491,4,8356.32,0.1,West
82152,2023-08-18,1198,5,2120.62,0.15,South
82153,2023-09-17,1016,1,730.56,0.1,South
82154,2023-03-12,1451,4,7082.16,0.2,South
82155,2023-06-23,1090,1,3915.36,0.2,South
82156,2023-03-23,1038,2,9756.59,0.05,North
82157,2023-06-21,1158,1,5622.09,0.15,East
82158,2023-02-22,1081,1,4800.71,0.15,West
82159,2023-11-09,1246,2,9533.66,0.1,East
82160,2023-12-04,1158,5,12257.33,0.05,East
82161,2023-04-24,1436,5,7536.03,0.1,East
82162,2023-06-28,1306,3,435.5,0.05,East
82163,2023-06-21,1109,1,949.0,0.1,North
82164,2023-11-28,1133,4,2016.96,0.05,North
82165,2023-11-20,1139,1,6604.55,0.1,West
82166,2023-07-13,1308,5,1890.3,0.15,South
82167,2023-07-24,1299,3,7287.67,0.05,East
82168,2023-01-09,1081,1,5828.91,0.1,West
82169,2023-07-15,1298,1,1806.38,0.15,West
82170,2023-09-06,1426,5,7619.37,0.15,South
82171,2023-03-27,1004,4,1384.83,0.05,West
82172,2023-04-09,1498,2,2689.85,0.1,East
82173,2023-03-25,1472,1,336.49,0.2,South
82174,2023-12-14,1308,3,1445.64,0.15,South
82175,2023-08-12,1004,5,1918.98,0.2,South
82176,2023-10-22,1291,3,5299.65,0.1,North
82177,2023-10-24,1302,1,457.48,0.1,West
82178,2023-07-25,1069,1,1270.57,0.2,North
82179,2023-07-09,1074,4,4381.61,0.05,North
82180,2023-12-18,1019,1,2409.17,0.2,West
82181,2023-07-04,1470,4,2057.49,0.1,North
82182,2023-01-30,1460,2,5132.64,0.0,West
82183,2023-07-22,1477,4,4972.45,0.15,North
82184,2023-10-19,1008,1,8490.83,0.1,North
82185,2023-09-24,1196,3,860.5,0.05,South
82186,2023-04-03,1299,2,3080.28,0.1,North
82187,2023-10-29,1067,3,2768.81,0.0,East
82188,2023-03-24,1162,1,5901.83,0.0,East
82189,2023-11-30,1348,4,7913.63,0.2,East
82190,2023-01-13,1295,1,2399.98,0.2,West
82191,2023-11-21,1419,5,5801.67,0.15,North
82192,2023-03-25,1200,5,5514.02,0.15,East
82193,2023-06-21,1454,1,3780.1,0.15,South
82194,2023-08-19,1265,1,1978.28,0.05,North
82195,2023-02-12,1055,3,3201.96,0.2,South
82196,2023-10-13,1300,5,5200.88,0.0,South
82197,2023-05-08,1066,1,517.25,0.2,North
82198,2023-05-03,1450,4,2856.91,0.15,South
82199,2023-05-17,1246,3,5275.93,0.2,North
82200,2023-03-31,1164,2,1968.91,0.0,East
82201,2023-01-14,1129,4,5429.22,0.2,East
82202,2023-04-04,1242,4,6380.05,0.15,East
82203,2023-08-01,1206,3,2417.35,0.2,South
82204,2023-07-11,1287,2,1771.22,0.2,North
82205,2023-10-02,1172,1,962.0,0.05,East
82206,2023-11-07,1373,5,6543.16,0.1,West
82207,2023-08-20,1063,1,6583.16,0.0,West
82208,2023-12-29,1064,2,7528.57,0.15,West
82209,2023-05-02,1156,1,405.91,0.1,West
82210,2023-12-07,1355,1,3150.99,0.05,South
82211,2023-06-28,1212,1,7810.13,0.1,West
82212,2023-02-07,1216,1,4121.15,0.05,North
82213,2023-08-26,1374,2,4170.45,0.05,West
82214,2023-12-01,1386,1,2792.44,0.0,South
82215,2023-06-05,1074,1,5634.11,0.2,West
82216,2023-10-13,1392,1,847.99,0.1,North
82217,2023-01-02,1243,2,6007.54,0.2,East
82218,2023-02-06,1089,2,3258.91,0.1,South
82219,2023-05-19,1230,4,4292.86,0.0,West
82220,2023-01-05,1090,1,8795.58,0.15,East
82221,2023-09-13,1002,1,126.87,0.1,West
82222,2023-04-01,1341,1,9075.13,0.15,East
82223,2023-02-28,1019,1,4898.93,0.0,North
82224,2023-01-31,1118,4,3008.49,0.05,East
82225,2023-10-26,1194,1,9120.44,0.2,South
82226,2023-02-13,1364,2,2166.94,0.0,North
82227,2023-04-20,1440,4,1598.79,0.1,North
82228,2023-10-22,1317,2,2982.7,0.05,South
82229,2023-01-19,1448,5,5535.47,0.15,West
82230,2023-02-14,1293,1,3561.04,0.0,South
82231,2023-04-27,1299,3,3947.99,0.15,East
82232,2023-04-24,1480,5,8949.67,0.2,West
82233,2023-02-24,1090,2,5029.76,0.05,East
82234,2023-06-03,1292,1,5774.32,0.2,West
82235,2023-07-10,1127,1,9879.12,0.1,South
82236,2023-05-06,1179,2,3708.02,0.1,South
82237,2023-05-02,1087,4,2187.6,0.2,West
82238,2023-09-27,1131,4,5865.67,0.05,North
82239,2023-08-01,1238,1,4781.28,0.2,West
82240,2023-12-12,1412,2,756.53,0.05,North
82241,2023-08-21,1096,1,3491.67,0.1,West
82242,2023-03-19,1258,1,242.75,0.1,East
82243,2023-09-03,1439,4,8675.22,0.15,East
82244,2023-02-12,1119,1,2446.44,0.2,South
82245,2023-02-22,1295,5,3003.14,0.05,South
82246,2023-01-23,1114,1,4339.26,0.15,North
82247,2023-09-25,1329,2,756.4,0.1,South
82248,2023-07-11,1169,5,4624.2,0.1,East
82249,2023-12-13,1340,5,5132.51,0.2,West
82250,2023-06-12,1462,1,5298.15,0.2,South
82251,2023-11-27,1331,1,4109.86,0.1,South
82252,2023-12-12,1474,2,10747.79,0.15,South
82253,2023-09-26,1335,4,931.11,0.0,West
82254,2023-11-30,1417,1,3591.84,0.15,South
82255,2023-07-24,1009,2,6350.37,0.15,South
82256,2023-06-05,1278,1,2853.79,0.05,West
82257,2023-06-24,1089,4,3395.49,0.05,West
82258,2023-06-12,1107,1,5840.64,0.05,North
82259,2023-11-07,1263,2,1469.84,0.05,East
82260,2023-02-13,1407,1,1488.17,0.0,East
82261,2023-06-18,1006,5,1610.94,0.15,South
82262,2023-01-07,1094,3,5112.11,0.1,West
82263,2023-02-08,1159,1,4316.13,0.15,East
82264,2023-08-11,1495,5,11107.03,0.05,West
82265,2023-12-30,1311,1,2471.77,0.15,North
82266,2023-07-13,1095,2,7324.07,0.1,North
82267,2023-03-15,1199,2,1750.07,0.0,East
82268,2023-05-18,1422,1,4593.07,0.15,North
82269,2023-12-20,1257,1,2398.41,0.15,West
82270,2023-01-03,1151,4,1258.21,0.2,North
82271,2023-08-19,1290,3,4663.56,0.15,South
82272,2023-02-21,1315,1,7513.45,0.15,East
82273,2023-11-20,1390,2,2979.93,0.05,South
82274,2023-08-08,1030,5,6497.87,0.0,North
82275,2023-06-16,1150,5,952.88,0.05,West
82276,2023-05-24,1420,2,2086.23,0.1,East
82277,2023-11-12,1360,4,4639.63,0.1,North
82278,2023-05-16,1007,3,3330.19,0.0,East
82279,2023-09-27,1059,5,1151.23,0.2,North
82280,2023-12-02,1077,4,9565.37,0.05,South
82281,2023-01-03,1486,2,9297.89,0.0,East
82282,2023-02-05,1261,1,5829.99,0.2,South
82283,2023-05-25,1076,1,6072.4,0.05,West
82284,2023-04-14,1395,2,6445.64,0.15,East
82285,2023-08-27,1395,2,5153.47,0.05,East
82286,2023-11-26,1279,1,5994.15,0.2,North
82287,2023-12-09,1104,1,4614.94,0.2,South
82288,2023-12-13,1250,2,5887.16,0.0,East
82289,2023-03-15,1207,3,2802.9,0.2,South
82290,2023-05-27,1495,3,6003.5,0.05,North
82291,2023-05-14,1282,1,704.06,0.2,South
82292,2023-10-21,1030,3,11107.76,0.0,West
82293,2023-08-25,1139,1,5819.14,0.1,North
82294,2023-09-24,1393,2,5863.36,0.05,South
82295,2023-02-07,1416,2,7321.21,0.1,West
82296,2023-02-26,1362,1,4007.86,0.05,North
82297,2023-08-29,1498,1,7027.2,0.05,East
82298,2023-04-17,1350,5,5085.41,0.0,North
82299,2023-04-08,1145,1,6574.95,0.15,East
82300,2023-07-16,1496,1,7215.31,0.15,North
82301,2023-09-27,1126,1,1937.76,0.05,North
82302,2023-12-04,1178,2,6577.55,0.05,East
82303,2023-02-07,1095,2,9833.81,0.0,North
82304,2023-12-06,1432,5,3865.64,0.1,East
82305,2023-04-28,1270,1,3287.99,0.2,North
82306,2023-09-24,1240,3,9391.99,0.05,East
82307,2023-04-03,1298,1,1954.6,0.1,South
82308,2023-10-16,1254,2,255.86,0.05,South
82309,2023-07-27,1257,5,2798.75,0.05,East
82310,2023-09-11,1435,5,3585.19,0.0,North
82311,2023-10-04,1482,4,4372.9,0.1,North
82312,2023-04-30,1087,2,2855.99,0.1,East
82313,2023-07-28,1235,1,9220.69,0.2,South
82314,2023-11-28,1182,1,2662.38,0.15,South
82315,2023-12-19,1431,2,2065.44,0.1,South
82316,2023-04-08,1281,4,478.95,0.1,South
82317,2023-06-25,1270,2,1823.17,0.15,South
82318,2023-11-13,1200,5,6157.81,0.05,North
82319,2023-01-04,1143,1,8974.8,0.15,South
82320,2023-04-15,1234,5,5705.38,0.2,East
82321,2023-04-10,1302,2,791.29,0.0,West
82322,2023-03-22,1414,2,4684.47,0.05,East
82323,2023-04-27,1356,3,5240.84,0.1,West
82324,2023-09-29,1474,2,7092.03,0.2,South
82325,2023-04-18,1116,1,4395.32,0.05,East
82326,2023-08-09,1132,2,9883.05,0.15,West
82327,2023-10-07,1300,1,3039.15,0.0,East
82328,2023-09-26,1165,5,9701.04,0.05,South
82329,2023-03-22,1462,4,8671.5,0.2,West
82330,2023-10-21,1080,1,6300.53,0.05,West
82331,2023-03-07,1396,2,446.46,0.15,North
82332,2023-07-19,1393,2,6034.09,0.05,East
82333,2023-11-13,1126,2,2451.87,0.15,West
82334,2023-11-10,1107,1,9353.04,0.0,West
82335,2023-05-24,1367,1,8635.63,0.1,North
82336,2023-08-09,1087,2,3526.16,0.1,West
82337,2023-06-08,1033,5,9444.32,0.15,West
82338,2023-02-09,1108,1,2278.64,0.15,West
82339,2023-08-21,1106,1,8171.43,0.0,West
82340,2023-06-27,1245,2,1651.36,0.2,West
82341,2023-02-18,1233,4,510.8,0.05,South
82342,2023-05-10,1059,1,557.4,0.05,North
82343,2023-10-20,1370,3,3116.16,0.1,South
82344,2023-10-10,1428,2,1057.52,0.2,West
82345,2023-08-19,1096,4,2177.97,0.05,East
82346,2023-01-31,1388,2,4656.13,0.2,East
82347,2023-09-21,1455,4,3211.09,0.1,South
82348,2023-09-21,1141,2,2079.24,0.2,West
82349,2023-04-05,1353,1,2611.13,0.0,North
82350,2023-03-10,1288,2,1353.1,0.1,North
82351,2023-09-28,1165,1,6281.39,0.15,East
82352,2023-04-07,1387,1,1206.23,0.05,East
82353,2023-08-19,1311,4,5067.19,0.1,East
82354,2023-06-09,1443,2,6751.61,0.0,West
82355,2023-01-05,1089,2,2573.63,0.2,West
82356,2023-01-05,1293,2,1870.22,0.2,East
82357,2023-08-13,1348,3,5487.97,0.15,West
82358,2023-05-01,1047,4,1734.59,0.15,South
82359,2023-07-02,1310,1,868.91,0.0,North
82360,2023-08-02,1316,4,1229.29,0.05,North
82361,2023-09-17,1068,2,8253.43,0.15,South
82362,2023-09-07,1007,5,4539.43,0.05,West
82363,2023-11-28,1103,1,506.18,0.15,North
82364,2023-01-29,1366,4,2163.37,0.15,West
82365,2023-05-19,1292,4,4337.87,0.05,South
82366,2023-05-08,1230,2,4901.79,0.05,East
82367,2023-06-01,1373,1,8442.72,0.0,East
82368,2023-02-20,1181,5,3964.4,0.1,West
82369,2023-06-21,1017,4,3899.23,0.05,West
82370,2023-02-11,1028,1,5424.41,0.15,North
82371,2023-08-11,1259,2,2650.3,0.05,East
82372,2023-04-21,1457,1,5655.05,0.1,North
82373,2023-05-22,1233,1,540.62,0.2,South
82374,2023-06-23,1460,4,3712.62,0.1,South
82375,2023-02-07,1041,1,9685.74,0.15,East
82376,2023-01-26,1155,2,2865.93,0.2,East
82377,2023-11-24,1482,5,5641.69,0.15,East
82378,2023-04-10,1252,2,304.66,0.15,North
82379,2023-09-02,1023,2,3513.99,0.2,East
82380,2023-03-16,1395,1,8211.06,0.15,North
82381,2023-02-02,1174,3,213.22,0.15,North
82382,2023-07-15,1108,5,3423.79,0.15,West
82383,2023-07-04,1351,2,6325.33,0.05,East
82384,2023-08-30,1216,5,9533.83,0.05,North
82385,2023-06-14,1094,1,3696.04,0.2,West
82386,2023-08-05,1409,1,10891.09,0.0,West
82387,2023-10-08,1213,2,1719.7,0.1,East
82388,2023-04-02,1362,2,5118.15,0.0,North
82389,2023-02-26,1209,2,3831.09,0.1,West
82390,2023-01-09,1256,4,8382.13,0.1,South
82391,2023-03-30,1130,3,3953.07,0.15,East
82392,2023-05-27,1237,4,1380.08,0.15,East
