ProductID,Category,SubCategory,ProductName,CostPrice,SupplierID
1468,Home & Kitchen,Decor,Morphy Richards Decor,3813.06,60
1469,Electronics,Powerbanks,Dell Powerbanks,4609.76,67
1470,Home & Kitchen,Appliances,Borosil Appliances,1152.96,11
1471,Clothing,Jackets,Max Jackets,4457.13,45
1472,Sports,Outdoor Sports,Puma Outdoor,148.95,14
1473,Electronics,Mobile Phones,Canon Mobile,1600.31,6
1474,Clothing,Shirts,Levis Shirts,4262.66,39
1475,Clothing,Ethnic Wear,Nike Ethnic,2975.53,72
1476,Sports,Footwear,Puma Footwear,3676.03,64
1477,Toys,Soft Toys,Play-Doh Soft,1864.71,28
1478,Electronics,Powerbanks,Xiaomi Powerbanks,1374.8,5
1479,Home & Kitchen,Decor,Usha Decor,2794.38,60
1480,Toys,Games,Barbie Games,3478.09,19
1481,Sports,Outdoor Sports,Cosco Outdoor,651.73,26
1482,Beauty,Cosmetics,Himalaya Cosmetics,2896.2,60
1483,Clothing,Shirts,Puma Shirts,2648.73,21
1484,Beauty,Skincare,Dove Skincare,4686.89,48
1485,Home & Kitchen,Cookware,Usha Cookware,611.59,16
1486,Electronics,Audio Devices,HP Audio,3813.49,79
1487,Home & Kitchen,Storage,Morphy Richards Storage,879.31,5
1488,Toys,Educational Toys,Lego Educational,2928.26,69
1489,Clothing,Shirts,Adidas Shirts,2681.57,14
1490,Grocery,Dairy,Nestle Dairy,3127.9,51
1491,Home & Kitchen,Decor,Morphy Richards Decor,4917.96,24
1492,Sports,Outdoor Sports,Puma Outdoor,2338.86,80
1493,Sports,Outdoor Sports,Nivia Outdoor,3637.08,28
1494,Toys,Games,Hot Wheels Games,4425.47,51
1495,Home & Kitchen,Decor,Morphy Richards Decor,4065.1,70
1496,Clothing,Shirts,Puma Shirts,4665.23,4
1497,Home & Kitchen,Cookware,Borosil Cookware,1183.02,44
1498,Sports,Fitness,Nike Fitness,2680.32,28
1499,Clothing,Ethnic Wear,Levis Ethnic,542.84,6
1500,Toys,Soft Toys,Lego Soft,239.68,27
